"","decade","ct","mean_ct_months","sd_ct_months","ct_anomaly_months","ct_anomaly_days","se_ct_months","lower_ct","upper_ct","se_cta_days"
"1","1955",6.21292306350979,6.01068642530755,0.257458814861596,0.202236638202248,6.15608326687642,0.04416036,6.12636875790979,6.29947736910979,1.2110695
"2","1965",6.05356873788623,6.01068642530755,0.257458814861596,0.0428823125786861,1.30533759489521,0.03696717,5.98111308468623,6.12602439108623,1.0324568
"3","1975",6.43343909504655,6.01068642530755,0.257458814861596,0.422752669739001,12.8685912668552,0.04586543,6.34354285224655,6.52333533784655,1.1850067
"4","1985",5.84319949723024,6.01068642530755,0.257458814861596,-0.167486928077311,-5.09830209067335,0.02548965,5.79323978323024,5.89315921123023,0.7266253
"5","1995",5.65241437752984,6.01068642530755,0.257458814861596,-0.358272047777709,-10.9058011343535,0.01479811,5.62341008192984,5.68141867312984,0.5609444
"6","2005",6.00942675254473,6.01068642530755,0.257458814861596,-0.00125967276281536,-0.0383444389000994,0.02894214,5.95270015814473,6.06615334694473,0.8320812
"7","2015",5.86983345340545,6.01068642530755,0.257458814861596,-0.1408529719021,-4.28756446469992,0.0253641,5.82011981740545,5.91954708940545,0.7294083
