"decade","ct","mean_ct_months","sd_ct_months","ct_anomaly_months","ct_anomaly_days","se_ct_months","lower_ct","upper_ct","cta_se"
"1955",5.99054855915312,5.87567858007308,0.508780737170526,0.114869979080043,3.49664216319652,0.0812132,5.83137068715312,6.14972643115312,2.769301
"1965",6.42199876584506,5.87567858007308,0.508780737170526,0.546320185771989,16.6299864548993,0.09585983,6.23411349904506,6.60988403264506,3.189663
"1975",5.11072030365357,5.87567858007308,0.508780737170526,-0.764958276419509,-23.2853299342098,0.1488053,4.81906191565357,5.40237869165357,4.270011
"1985",6.53367107870564,5.87567858007308,0.508780737170526,0.657992498632568,20.0292916583754,0.166341,6.20764271870564,6.85969943870564,4.580393
"1995",5.97491506169586,5.87567858007308,0.508780737170526,0.0992364816227811,3.02075850059746,0.2223582,5.53909298969586,6.41073713369586,6.074944
"2005",5.55190178428655,5.87567858007308,0.508780737170526,-0.323776795786524,-9.8557656637418,0.1404659,5.27658862028655,5.82721494828655,4.086008
"2015",5.54599450717173,5.87567858007308,0.508780737170526,-0.329684072901349,-10.0355831791171,0.2240938,5.10677065917173,5.98521835517173,6.131126
