"","decade","ct","mean_ct_months","sd_ct_months","ct_anomaly_months","ct_anomaly_days","se_ct_months","lower_ct","upper_ct","cta_se"
"1","1955",5.72537295384525,5.5310977162595,0.715993452239398,0.194275237585755,5.91373823211038,0.1041008,5.52133538584525,5.92941052184525,3.697877
"2","1965",5.88002146858356,5.5310977162595,0.715993452239398,0.348923752324064,10.6212390207445,0.1311486,5.62297021258356,6.13707272458356,4.435346
"3","1975",4.2975531319303,5.5310977162595,0.715993452239398,-1.2335445843292,-37.5490971469807,0.1879169,3.9292360079303,4.6658702559303,5.656038
"4","1985",6.5324761731683,5.5310977162595,0.715993452239398,1.0013784569088,30.4819602283039,0.3079358,5.9289220051683,7.1360303411683,8.461505
"5","1995",5.86310578788784,5.5310977162595,0.715993452239398,0.332008071628347,10.1063257003669,0.4054541,5.06841575188784,6.65779582388785,10.695853
"6","2005",5.40324946253076,5.5310977162595,0.715993452239398,-0.127848253728739,-3.8917008435028,0.2443203,4.92438167453076,5.88211725053076,6.93979
"7","2015",5.01590503587046,5.5310977162595,0.715993452239398,-0.515192680389035,-15.6824651910422,0.1724582,4.67788696387046,5.35392310787046,5.318092
