"New_Decade","ct","mean_ct_months","sd_ct_months","ct_anomaly_months","ct_anomaly_days"
"1955",6.21160209759614,6.25664910941968,0.0560842912594619,-0.045047011823538,-1.3712310399085
"1965",6.21583134004561,6.25664910941968,0.0560842912594619,-0.0408177693740681,-1.24249289974663
"1975",6.25644512436965,6.25664910941968,0.0560842912594619,-0.000203985050029942,-0.00620930492291144
"1985",6.35119478638668,6.25664910941968,0.0560842912594619,0.0945456769669937,2.87797040687529
"1995",6.26127981925709,6.25664910941968,0.0560842912594619,0.00463070983741076,0.140958807450784
"2005",6.30546265328874,6.25664910941968,0.0560842912594619,0.0488135438690573,1.48588427537411
"2015",6.19472794499386,6.25664910941968,0.0560842912594619,-0.061921164425824,-1.88488024512208
