"Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16","trend","direction"
-2.2405012459179,-0.909369379334902,1.50018850018329,-1.23382849027209,1.27816588845255,-0.548567067793978,-1.91824258805322,-1.07071114613131,-0.823913846321627,0.130701001334156,0.18317274210253,-0.0332535138296924,0.0192774141967164,-1.34773438460719e-15,1.64351130283931e-15,-4.13394886561318e-16,-6.3103395,"negative"
-2.93589018665549,-0.621574563103749,0.483632072459501,-1.2407585748478,1.36805771884798,0.476889733592596,0.935138248516411,0.207671985221559,-0.553016798839495,0.0128145698949751,-0.13972642913781,0.0347554223595535,-0.0632452764504564,-4.32223306726308e-17,-1.35409086364862e-15,-5.25724035581425e-17,-2.2137521,"negative"
-1.0504880916222,3.61379747292774,-1.13922860561622,-0.795021000892369,-0.0143651820115167,-0.375732194949087,1.07714783446385,-0.815166770545294,0.750097405972596,-0.252945559301787,-0.0244064314493601,0.15283483413106,0.0414043898632303,-1.89416623794211e-15,-1.74232113489644e-15,2.26551706030226e-15,1.8994069,"positive"
1.99909196332063,-0.42615473474547,0.081981488422597,0.605876716928987,0.0935308080570544,0.471907869750619,0.371044616886457,0.714124227225383,0.692838853442315,-1.27531203535615,0.236012276961718,0.0963296845564194,-0.0284751948121507,5.48324416233233e-16,1.58834793897903e-15,9.33249430752077e-16,6.4142493,"positive"
2.66877908508035,-0.577576250825937,0.789661970142448,0.400708189189415,-0.623682820606761,1.36356597670352,1.06210134664224,-0.380940650694239,0.423828497751241,0.382183857403508,-0.0342129589835919,-0.0300710853186429,0.0316642573064446,2.1993535742722e-16,-1.40364126347575e-15,-4.16794477672642e-16,0.5544022,"positive"
2.68465059834856,-0.40193754097828,1.31488690630286,0.804369503319745,-0.607244091790918,1.65346392011883,1.30088699917072,0.274248298128117,1.0599414474391,0.508296093775648,-0.00579746186778157,-0.0256084138390663,0.0846581382097642,2.1993535742722e-16,-1.40364126347575e-15,2.49339337102452e-16,1.3449912,"positive"
1.79361496941632,0.512657355174263,2.00255208746542,-0.661487151803496,-0.11311720451029,-0.82996477835753,-0.826530790664237,1.09647260078384,0.20965145067604,-0.781032769117967,0.30191539669433,0.192727531783108,-0.0245398410143785,-9.22721091395099e-16,2.25448175375412e-15,2.40429493838041e-15,-3.8670456,"negative"
-1.01171827832363,4.84314562355747,-1.36060146988452,0.944435471540872,0.411707696807022,0.693426024394736,0.251012826109311,0.270843986474739,-1.91426686847266,0.348755310243929,-0.279063457012844,0.0636034991272532,-0.091666238353415,-9.16254468245953e-16,-1.5250074082973e-15,3.80513626610149e-17,-11.4049992,"negative"
-2.79999494832338,-0.449749784151273,0.887952391483887,1.11159727382462,-1.12091555126722,-1.65867241021265,2.13061672705591,0.897093593215217,-0.281343472706273,0.163893463660225,-0.150581053149241,0.0562373542528012,-0.0325402079743876,1.10628176797083e-15,-1.62174449833838e-15,1.06531172902845e-15,2.8763644,"positive"
-2.92001867338727,-0.445935853256092,1.00885700861992,-0.837097260717467,1.38449644766382,0.766787677007905,1.1739239010449,0.862860934043915,0.0830961508483623,0.138926806267116,-0.111310932021999,0.0392180938391301,-0.0102513955471367,-4.32223306726308e-17,-1.35409086364862e-15,6.13561411216951e-16,0.1658938,"positive"
-2.10500042773014,1.395255943536,-1.70876895590488,-1.68060121190132,-1.89914268030554,0.496232066366686,0.0518671105461649,1.00678463691554,0.369808745433699,0.636026483255421,1.77997877156794,-0.691003960121973,-0.437860270010273,6.77350955670659e-15,5.99709927077681e-15,-1.24364126973062e-14,-4.0212155,"negative"
-1.77080759332751,-1.76281534269577,-1.89190465407523,-0.281119166435329,-1.66536625466071,0.752124977536435,-1.7536791768257,-0.148111469933963,0.101042721641039,0.0883528731308563,-0.291580742422919,0.183879613774957,-0.0464655608576671,-2.94094190876353e-15,-7.75261179436642e-16,2.66262043759592e-15,-3.8452315,"negative"
2.65290757181213,-0.753214960673594,0.264437033982032,-0.00295312494091515,-0.640121549422603,1.07366803328821,0.823315694113751,-1.03612959951659,-0.212284451936616,0.256071621031367,-0.0626284560994024,-0.0345337567982195,-0.021329623596875,2.1993535742722e-16,-1.40364126347575e-15,-1.08292829244774e-15,0.530875,"positive"
1.79361496941632,0.512657355174263,2.00255208746542,-0.661487151803496,-0.11311720451029,-0.82996477835753,-0.826530790664237,1.09647260078384,0.20965145067604,-0.781032769117967,0.30191539669433,0.192727531783108,-0.0245398410143785,-9.22721091395099e-16,2.25448175375412e-15,2.40429493838041e-15,-5.9739554,"negative"
-1.06106910046767,3.49670499969597,-1.48937856305649,-1.06412854364592,-0.0253243345554117,-0.568997490559293,0.917957399444861,-1.25195940309353,0.326022106180691,-0.337020383549881,-0.0433500961932338,0.149859719811343,0.00607513592768398,-1.89416623794211e-15,-1.74232113489644e-15,1.8214278504522e-15,-6.2089528,"negative"
2.65290757181213,-0.753214960673594,0.264437033982032,-0.00295312494091515,-0.640121549422603,1.07366803328821,0.823315694113751,-1.03612959951659,-0.212284451936616,0.256071621031367,-0.0626284560994024,-0.0345337567982195,-0.021329623596875,2.1993535742722e-16,-1.40364126347575e-15,-1.08292829244774e-15,-2.1158851,"negative"
-1.7549360800593,-1.58717663284811,-1.36667971791481,0.122542147695001,-1.64892752584486,1.04202292095174,-1.51489352429722,0.507077478888393,0.737155671328896,0.214465109502997,-0.263165245307108,0.188342285254534,0.00652832004565256,-2.94094190876353e-15,-7.75261179436642e-16,3.32875425237101e-15,-2.8539278,"negative"
-2.93589018665549,-0.621574563103749,0.483632072459501,-1.2407585748478,1.36805771884798,0.476889733592596,0.935138248516411,0.207671985221559,-0.553016798839495,0.0128145698949751,-0.13972642913781,0.0347554223595535,-0.0632452764504564,-4.32223306726308e-17,-1.35409086364862e-15,-5.25724035581425e-17,-10.0688381,"negative"
-2.92001867338727,-0.445935853256092,1.00885700861992,-0.837097260717467,1.38449644766382,0.766787677007905,1.1739239010449,0.862860934043915,0.0830961508483623,0.138926806267116,-0.111310932021999,0.0392180938391301,-0.0102513955471367,-4.32223306726308e-17,-1.35409086364862e-15,6.13561411216951e-16,0.3787822,"positive"
1.98322045005242,-0.601793444593127,-0.443243447737818,0.202215402798657,0.0770920792412118,0.18200992633531,0.132258964357972,0.0589352784030276,0.0567259037544579,-1.40142427172829,0.207596779845907,0.0918670130768428,-0.0814690757154703,5.48324416233233e-16,1.58834793897903e-15,2.67115615976983e-16,-3.5747158,"negative"
2.44743057790782,0.185597129246139,2.18500763302486,-1.2703169936734,-0.846769561989948,-0.22820461481994,-0.374259713436943,-0.653781225958142,-0.695471854702891,0.750350887269553,0.00327466363320972,0.0618640904284696,-0.0173942697991028,-1.25111015020111e-15,-7.3750744870066e-16,3.88117215180597e-16,7.8974651,"positive"
2.65290757181213,-0.753214960673594,0.264437033982032,-0.00295312494091515,-0.640121549422603,1.07366803328821,0.823315694113751,-1.03612959951659,-0.212284451936616,0.256071621031367,-0.0626284560994024,-0.0345337567982195,-0.021329623596875,2.1993535742722e-16,-1.40364126347575e-15,-1.08292829244774e-15,-1.2507742,"negative"
2.0378617766192,0.80319341588426,-0.139391375845709,2.34533318936223,0.519603686875593,1.54106608909444,-0.455090391468083,1.80013498424542,-1.97152542100295,-0.673611165810437,-0.0186447486017659,0.00709834955261206,-0.161545823028796,1.52623618592939e-15,1.80566166557817e-15,-1.29421626688917e-15,4.7271603,"positive"
2.65290757181213,-0.753214960673594,0.264437033982032,-0.00295312494091515,-0.640121549422603,1.07366803328821,0.823315694113751,-1.03612959951659,-0.212284451936616,0.256071621031367,-0.0626284560994024,-0.0345337567982195,-0.021329623596875,2.1993535742722e-16,-1.40364126347575e-15,-1.08292829244774e-15,-2.1343674,"negative"
2.63703605854392,-0.928853670521252,-0.260787902178383,-0.406614439071245,-0.656560278238446,0.7837700898729,0.584530041585266,-1.69131854833895,-0.848397401624473,0.129959384659226,-0.0910439532152129,-0.0389964282777961,-0.0743235045001947,2.1993535742722e-16,-1.40364126347575e-15,-1.74906210722283e-15,-5.501597,"negative"
2.46330209117603,0.361235839093796,2.71023256918527,-0.866655679543068,-0.830330833174105,0.0616933285953689,-0.135474060908459,0.00140772286421378,-0.0593589050150338,0.876463123641694,0.0316901607490202,0.0663267619080461,0.0355996111042168,-1.25111015020111e-15,-7.3750744870066e-16,1.05425102995569e-15,5.7691704,"positive"
-2.03502425201358,-1.84818146925463,-0.42038209885953,0.0335353784603935,1.48481390101989,0.753305580314171,-0.720667180502521,-1.45305951968976,-0.340726443555352,-0.36357826490403,0.117269622369918,-0.129651361056381,0.0153420603989441,1.23311123021143e-16,9.77377488064213e-16,-1.88444039418965e-15,-1.7412621,"negative"
-2.68754504123763,-0.711847146392539,-1.51311541891661,-1.95907443387385,-1.79856116564846,0.185811187399551,-0.336659400335256,0.857431086155005,-0.747360583330961,0.338633471557721,-0.576992291046457,0.343823725711315,-0.178046778610387,-3.1074753624573e-15,-3.10672953114947e-15,3.82835461345234e-15,6.4722438,"positive"
-0.339227637616398,3.50164136654424,0.402552758267993,-0.384429602186331,-0.0878182835911017,-1.11129105292035,-1.53744734957729,-1.43836095307581,1.11531330817832,-0.00894689149046557,0.32690823690679,0.089288569421391,0.176920961413723,-3.19867829187667e-15,1.25528103159148e-15,2.57082839207418e-15,-2.3767427,"negative"
-0.284586311049619,4.90662822702163,0.706404830160103,1.75868818437724,0.354693324043279,0.247765109838779,-2.12479670540335,0.30283875276658,-0.912938016579083,0.718866214427392,0.100666708459117,0.00451990589716027,0.0968442141003971,-2.22076652218051e-15,1.47259475819063e-15,1.00949650920803e-15,-6.0299664,"negative"
1.96734893678421,-0.777432154440785,-0.968468383898234,-0.201445911331673,0.0606533504253692,-0.107888017079999,-0.106526688170513,-0.596253670419328,-0.579387045933399,-1.52753650810044,0.179181282730097,0.0874043415972661,-0.13446295661879,5.48324416233233e-16,1.58834793897903e-15,-3.99018198798111e-16,-6.3055552,"negative"
2.59877330427617,-0.969414037874517,-1.59836741261351,0.204445462784068,1.39356662469354,-1.16201475345313,0.0262563806424915,0.833958587185455,0.503174606251765,0.683964711146107,-0.0137874814168297,-0.000815460908193136,0.0285789269434269,-8.4761162836972e-17,5.93499171868705e-16,9.00201195047188e-16,-6.6067649,"negative"
2.61464481754438,-0.793775328026859,-1.0731424764531,0.608106776914398,1.41000535350939,-0.872116810037826,0.265042033170977,1.48914753600781,1.13928755593962,0.810076947518248,0.0146280156989808,0.00364721057138344,0.0815728078467465,-8.4761162836972e-17,5.93499171868705e-16,1.56633500982228e-15,1.0566887,"positive"
2.58290179100796,-1.14505274772217,-2.12359234877393,-0.199215851346262,1.3771278958777,-1.45191269686844,-0.212529271885993,0.178769638363099,-0.132938343436092,0.557852474773966,-0.0422029785326402,-0.00527813238776982,-0.0244149539598928,-8.4761162836972e-17,5.93499171868705e-16,2.34067380272094e-16,-2.7614284,"negative"
2.58290179100796,-1.14505274772217,-2.12359234877393,-0.199215851346262,1.3771278958777,-1.45191269686844,-0.212529271885993,0.178769638363099,-0.132938343436092,0.557852474773966,-0.0422029785326402,-0.00527813238776982,-0.0244149539598928,-8.4761162836972e-17,5.93499171868705e-16,2.34067380272094e-16,-6.1213971,"negative"
2.58290179100796,-1.14505274772217,-2.12359234877393,-0.199215851346262,1.3771278958777,-1.45191269686844,-0.212529271885993,0.178769638363099,-0.132938343436092,0.557852474773966,-0.0422029785326402,-0.00527813238776982,-0.0244149539598928,-8.4761162836972e-17,5.93499171868705e-16,2.34067380272094e-16,-4.5531589,"negative"
2.58290179100796,-1.14505274772217,-2.12359234877393,-0.199215851346262,1.3771278958777,-1.45191269686844,-0.212529271885993,0.178769638363099,-0.132938343436092,0.557852474773966,-0.0422029785326402,-0.00527813238776982,-0.0244149539598928,-8.4761162836972e-17,5.93499171868705e-16,2.34067380272094e-16,-3.2973785,"negative"
0.778169531690907,2.13448493346036,1.61858546377628,-0.255536519104351,0.01560134036726,-0.943780879597377,-1.18961931611989,0.0749158947634143,1.18916482632831,-0.657174782403215,-1.78128769603535,-0.786004114411003,-0.386521821153982,8.51417461791873e-15,1.03323642666645e-15,-1.72466525974849e-14,3.7963588,"positive"
-2.01915273874537,-1.67254275940698,0.104842837300885,0.437196692590724,1.50125262983573,1.04320352372948,-0.481881527974037,-0.797870570867409,0.295386506132505,-0.237466028531889,0.145685119485728,-0.125188689576805,0.0683359413022638,1.23311123021143e-16,9.77377488064213e-16,-1.21830657941456e-15,-2.5977088,"negative"
-2.12047752085401,-0.913183310230083,1.37928388304727,0.714866044269995,-1.22724611047849,-2.97402715501453,-0.961549762042202,-1.03647848696001,-1.18835346987626,0.155667658727265,0.143902620975288,-0.0162342534160215,-0.00301139823053442,-1.98230285963725e-16,1.37585766814955e-15,3.83554312501814e-17,-5.1791473,"negative"
-2.01915273874537,-1.67254275940698,0.104842837300885,0.437196692590724,1.50125262983573,1.04320352372948,-0.481881527974037,-0.797870570867409,0.295386506132505,-0.237466028531889,0.145685119485728,-0.125188689576805,0.0683359413022638,1.23311123021143e-16,9.77377488064213e-16,-1.21830657941456e-15,-2.3722736,"negative"
2.46330209117603,0.361235839093796,2.71023256918527,-0.866655679543068,-0.830330833174105,0.0616933285953689,-0.135474060908459,0.00140772286421378,-0.0593589050150338,0.876463123641694,0.0316901607490202,0.0663267619080461,0.0355996111042168,-1.25111015020111e-15,-7.3750744870066e-16,1.05425102995569e-15,-3.7358396,"negative"
-1.88325750041327,-1.5007179804545,0.509163156325272,2.78955254126314,-0.987720640279457,-1.09235862007577,0.713596950565462,-0.108448962873751,0.567059832265727,-0.08638713476664,0.134830495474297,-0.103706757683557,0.0990410097783326,1.27281522166461e-15,7.09723853374453e-16,-1.00422446827963e-16,-6.4564911,"negative"
-2.01915273874537,-1.67254275940698,0.104842837300885,0.437196692590724,1.50125262983573,1.04320352372948,-0.481881527974037,-0.797870570867409,0.295386506132505,-0.237466028531889,0.145685119485728,-0.125188689576805,0.0683359413022638,1.23311123021143e-16,9.77377488064213e-16,-1.21830657941456e-15,-4.0183969,"negative"
-0.0632378038770874,4.14345484694955,-0.688940832722307,3.42971336724005,0.577780065426466,1.83953570136224,-0.688435645324167,0.575679328030483,0.206362335875049,0.350699184561346,0.0631790858423149,-0.0874152698499519,0.145902741205944,-7.4972101455218e-16,7.50949792184274e-16,9.35625138922728e-17,10.2215027,"positive"
-1.0504880916222,3.61379747292774,-1.13922860561622,-0.795021000892369,-0.0143651820115167,-0.375732194949087,1.07714783446385,-0.815166770545294,0.750097405972596,-0.252945559301787,-0.0244064314493601,0.15283483413106,0.0414043898632303,-1.89416623794211e-15,-1.74232113489644e-15,2.26551706030226e-15,0.3783476,"positive"
-2.20875821938148,-0.558091959639587,2.55063837250413,-0.426505862011429,1.31104334608423,0.0312288190366397,-1.44067128299625,0.239666751513399,0.448312053054087,0.382925474078438,0.240003736334151,-0.0243281708705393,0.125265176003356,-1.34773438460719e-15,1.64351130283931e-15,9.1887274298887e-16,-2.8373794,"negative"
