"","scientific_name","phase","ct","mean_ct_months","sd_ct_months","ct_anomaly_months","ct_anomaly_days","group","mode"
"133","Sebastes jordani","El Nino",7.92046522931212,7.93592907529638,0.0133934210875947,-0.0154638459842591,-0.470719471760847,"earlier","enso"
"134","Sebastes jordani","La Nina",7.94385028368403,7.93592907529638,0.0133934210875947,0.00792120838764721,0.241121583319981,"earlier","enso"
"135","Sebastes jordani","Neutral",7.943471712893,7.93592907529638,0.0133934210875947,0.00754263759661278,0.229597888440893,"earlier","enso"
"136","Sebastes levis","El Nino",7.95143390849941,7.95188212503557,0.16862166656537,-0.000448216536157453,-0.0136437113606329,"no_change","enso"
"137","Sebastes levis","La Nina",8.12072745308851,7.95188212503557,0.16862166656537,0.168845328052942,5.13965178593156,"no_change","enso"
"138","Sebastes levis","Neutral",7.78348501351878,7.95188212503557,0.16862166656537,-0.168397111516785,-5.12600807457093,"no_change","enso"
"139","Sebastes paucispinis","El Nino",7.98852048110118,7.7425822115873,0.213468493478365,0.245938269513874,7.48636092400233,"earlier","enso"
"140","Sebastes paucispinis","La Nina",7.60531016106772,7.7425822115873,0.213468493478365,-0.137272050519581,-4.17856121781604,"earlier","enso"
"141","Sebastes paucispinis","Neutral",7.63391599259301,7.7425822115873,0.213468493478365,-0.108666218994294,-3.30779970618631,"earlier","enso"
"142","Sphyraena argentea","El Nino",7.19590007222904,7.37554241296483,0.186872365546586,-0.179642340735784,-5.46831285199726,"later","enso"
"143","Sphyraena argentea","La Nina",7.5688901647802,7.37554241296483,0.186872365546586,0.193347751815379,5.88550556526014,"later","enso"
"144","Sphyraena argentea","Neutral",7.36183700188523,7.37554241296483,0.186872365546586,-0.013705411079596,-0.417192713262902,"later","enso"
"145","Stenobrachius leucopsarus","El Nino",3.24816329117756,3.03165903040592,0.252913320701529,0.216504260771646,6.59038969788891,"earlier","enso"
"146","Stenobrachius leucopsarus","La Nina",2.75367305958435,3.03165903040592,0.252913320701529,-0.277985970821568,-8.46189295180853,"earlier","enso"
"147","Stenobrachius leucopsarus","Neutral",3.09314074045584,3.03165903040592,0.252913320701529,0.0614817100499216,1.87150325391962,"earlier","enso"
"148","Stomias atriventer","El Nino",7.62924532304375,7.59152589040442,0.349693830179409,0.0377194326393289,1.14817952954117,"earlier","enso"
"149","Stomias atriventer","La Nina",7.92083094566076,7.59152589040442,0.349693830179409,0.32930505525634,10.024045882003,"earlier","enso"
"150","Stomias atriventer","Neutral",7.22450140250876,7.59152589040442,0.349693830179409,-0.367024487895668,-11.1722254115441,"earlier","enso"
"151","Symbolophorus californiensis","El Nino",4.78640263258992,4.95277038459219,0.183367986583046,-0.166367752002272,-5.06423437094916,"earlier","enso"
"152","Symbolophorus californiensis","La Nina",4.9225296300063,4.95277038459219,0.183367986583046,-0.0302407545858889,-0.920528569594459,"earlier","enso"
"153","Symbolophorus californiensis","Neutral",5.14937889118035,4.95277038459219,0.183367986583046,0.196608506588161,5.98476294054362,"earlier","enso"
"154","Symphurus atricaudus","El Nino",9.10915504529726,8.68127893448333,0.798996034813334,0.42787611081393,13.024548813176,"earlier","enso"
"155","Symphurus atricaudus","La Nina",9.17521529519372,8.68127893448333,0.798996034813334,0.493936360710391,15.0354228200243,"earlier","enso"
"156","Symphurus atricaudus","Neutral",7.75946646295901,8.68127893448333,0.798996034813334,-0.921812471524323,-28.0599716332004,"earlier","enso"
"157","Tactostoma macropus","El Nino",6.58002723551674,6.34798284022052,0.254225983438591,0.232044395296219,7.06343139281691,"earlier","enso"
"158","Tactostoma macropus","La Nina",6.07624487710845,6.34798284022052,0.254225983438591,-0.271737963112073,-8.27170359713149,"earlier","enso"
"159","Tactostoma macropus","Neutral",6.38767640803638,6.34798284022052,0.254225983438591,0.0396935678158528,1.20827220431456,"earlier","enso"
"160","Tarletonbeania crenularis","El Nino",5.76778052050255,4.9499710394175,0.737798423773034,0.817809481085055,24.8941206042291,"earlier","enso"
"161","Tarletonbeania crenularis","La Nina",4.33433639390833,4.9499710394175,0.737798423773034,-0.615634645509171,-18.7399186092992,"earlier","enso"
"162","Tarletonbeania crenularis","Neutral",4.74779620384161,4.9499710394175,0.737798423773034,-0.202174835575884,-6.15420199492992,"earlier","enso"
"163","Tetragonurus cuvieri","El Nino",5.01086854538318,4.73441154528473,0.269116011444309,0.27645700009845,8.41535108299681,"later","enso"
"164","Tetragonurus cuvieri","La Nina",4.71907353688608,4.73441154528473,0.269116011444309,-0.0153380083986585,-0.466888975655165,"later","enso"
"165","Tetragonurus cuvieri","Neutral",4.47329255358494,4.73441154528473,0.269116011444309,-0.26111899169979,-7.94846210734162,"later","enso"
"166","Trachurus symmetricus","El Nino",4.27342336861812,4.76190400248936,0.608989684061901,-0.488480633871244,-14.8693504950407,"no_change","enso"
"167","Trachurus symmetricus","La Nina",5.44421787265934,4.76190400248936,0.608989684061901,0.682313870169978,20.7696342079741,"no_change","enso"
"168","Trachurus symmetricus","Neutral",4.56807076619063,4.76190400248936,0.608989684061901,-0.193833236298734,-5.90028371293347,"no_change","enso"
"169","Triphoturus mexicanus","El Nino",7.05235434705238,6.93346111390014,0.122845021472114,0.11889323315224,3.61911001715418,"earlier","enso"
"170","Triphoturus mexicanus","La Nina",6.80701301500132,6.93346111390014,0.122845021472114,-0.126448098898823,-3.84908013048018,"earlier","enso"
"171","Triphoturus mexicanus","Neutral",6.94101597964672,6.93346111390014,0.122845021472114,0.00755486574658359,0.229970113326005,"earlier","enso"
